name,record,height,weight,reach,stance,dob,slpm,str_ acc__%,sapm,str_ def_%,td avg.,td acc__%,td def__%,sub. avg.,cluster
Oli Thompson,Record: 17-10-0,185.42,109.77,190.5,Orthodox,"Jan 02, 1980",1.66,46,5.31,46,0.0,0,50,0.5,1
Michihiro Omigawa,Record: 17-14-1,167.64,65.77,172.72,Orthodox,"Dec 19, 1975",2.01,39,3.06,64,1.19,36,49,1.5,2
Damacio Page,Record: 19-10-0,167.64,61.23,167.64,Orthodox,"Sep 30, 1982",2.05,38,2.47,51,2.63,64,23,0.9,2
Josh Ferguson,Record: 10-5-0,165.1,56.7,168.81,Orthodox,"May 13, 1988",2.13,43,4.18,32,0.59,11,54,0.0,1
Dan Stittgen,Record: 12-5-0,185.42,77.11,190.29,Orthodox,"Nov 17, 1980",2.97,46,4.42,37,0.78,100,100,0.0,2
Forrest Griffin,Record: 19-7-0,190.5,92.99,195.58,Orthodox,"Mar 16, 1979",4.38,36,2.81,61,1.05,48,57,0.7,4
Tito Ortiz,Record: 19-12-1,190.5,92.99,187.96,Orthodox,"Jan 23, 1975",2.59,46,2.88,60,2.47,35,54,0.6,2
John Alessio,Record: 35-17-0 (2 NC),177.8,70.31,182.88,Orthodox,"Jul 05, 1979",2.1,39,2.91,54,1.85,38,70,1.2,2
Yoislandy Izquierdo,Record: 10-4-0,180.34,70.31,184.92,Unorthodox,"Jan 09, 1984",2.93,52,1.4,26,0.0,0,50,0.0,1
Anistavio Medeiros,Record: 19-10-0,167.64,65.77,171.5,Orthodox,"May 01, 1988",3.64,44,5.0,47,0.0,0,0,0.0,1
Delson Heleno,Record: 29-10-0,180.34,83.91,184.92,Orthodox,"Nov 16, 1977",0.69,75,4.83,19,0.0,0,0,0.0,1
John Teixeira,Record: 21-2-2,170.18,65.77,174.18,Orthodox,"Nov 18, 1986",3.36,35,3.2,63,1.0,27,71,0.7,4
Wagner Campos,Record: 12-10-0,167.64,65.77,171.5,Unorthodox,"Jul 31, 1981",1.54,41,2.53,51,2.71,100,0,0.0,2
Spencer Fisher,Record: 24-9-0,170.18,70.31,172.72,Unorthodox,"May 09, 1976",3.17,43,3.03,64,0.67,30,60,0.8,4
Luis Ramos,Record: 20-10-2,172.72,77.11,176.87,Orthodox,"Jan 18, 1981",2.4,35,5.6,42,1.5,20,100,0.0,4
Ricardo Funch,Record: 9-6-0,177.8,77.11,187.96,Unorthodox,"Aug 14, 1980",2.61,65,3.57,40,1.24,18,60,0.0,4
Carlos Eduardo Rocha,Record: 9-4-0,177.8,77.11,185.42,Orthodox,"Jul 12, 1981",1.24,34,1.85,55,0.0,0,52,1.4,1
Bernardo Magalhaes,Record: 13-4-0,175.26,70.31,179.55,Orthodox,"Apr 08, 1981",1.8,27,3.37,68,0.0,0,0,0.5,1
Jake Hecht,Record: 11-4-0,182.88,77.11,185.42,Orthodox,"Feb 09, 1984",3.26,47,2.76,56,2.04,37,40,0.0,2
Pat Schilling,Record: 5-2-0,172.72,65.77,176.87,Orthodox,"Aug 28, 1988",1.87,26,8.24,52,0.0,0,0,0.0,1
Chris Tickle,Record: 9-9-0,175.26,70.31,179.55,Orthodox,"Feb 01, 1982",1.07,40,1.13,43,1.0,25,20,2.0,1
Chris Saunders,Record: 16-8-0,172.72,70.31,176.87,Orthodox,"Mar 11, 1986",1.48,22,2.96,75,3.7,100,0,0.0,2
Jason Miller,Record: 23-10-0 (1 NC),185.42,83.91,190.29,Orthodox,"Dec 24, 1980",1.83,43,2.3,49,1.31,28,43,1.3,1
Jorge Lopez,Record: 11-5-0,177.8,77.11,182.24,Orthodox,"Nov 21, 1988",2.47,59,2.57,50,3.5,41,81,0.0,2
Jason MacDonald,Record: 25-16-0,190.5,83.91,203.2,Orthodox,"Jun 03, 1975",1.55,52,2.7,46,1.43,16,35,2.0,1
Kamal Shalorus,Record: 9-5-2,172.72,70.31,172.72,Orthodox,"Aug 27, 1972",3.06,32,2.99,70,2.07,50,80,0.0,2
Jeff Curran,Record: 36-18-1,167.64,61.23,175.26,Orthodox,"Sep 02, 1977",1.54,31,2.48,60,0.35,12,35,1.2,1
Alex Soto,Record: 8-3-1,172.72,61.23,176.87,Unorthodox,"Feb 15, 1984",2.95,25,5.02,59,2.82,30,0,0.0,1
Nick Denis,Record: 11-3-0,170.18,61.23,174.18,Orthodox,"Oct 11, 1983",6.54,53,5.42,36,2.8,100,80,0.0,4
Mike Massenzio,Record: 13-9-0,187.96,83.91,185.42,Unorthodox,"Nov 01, 1982",2.08,45,3.59,54,2.74,24,50,1.4,2
Miguel Torres,Record: 44-9-0,175.26,61.23,193.04,Orthodox,"Jan 18, 1981",3.98,43,1.86,74,0.0,0,17,1.6,1
Eddie Yagin,Record: 16-7-1,170.18,65.77,174.18,Orthodox,"Mar 23, 1979",3.13,30,5.77,42,0.0,0,62,1.0,1
Eric Wisely,Record: 26-9-1,172.72,65.77,176.87,Unorthodox,"Jul 25, 1984",1.42,47,2.08,56,0.0,0,27,0.9,1
Aaron Rosa,Record: 18-6-0,193.04,92.99,195.58,Orthodox,"May 28, 1983",4.03,47,4.41,45,0.36,33,85,0.4,4
Mackens Semerzier,Record: 8-4-0 (1 NC),175.26,65.77,182.88,Orthodox,"Nov 03, 1980",2.91,45,3.48,46,2.14,50,50,2.1,2
Steve Cantwell,Record: 7-6-0,187.96,83.91,190.5,Orthodox,"Dec 08, 1986",3.63,34,5.76,55,0.65,30,80,0.7,4
Chris Cope,Record: 8-4-0,182.88,77.11,182.88,Orthodox,"Mar 05, 1983",3.96,26,4.82,50,0.0,0,80,0.0,4
Jon Olav Einemo,Record: 6-3-0,198.12,114.76,203.71,Orthodox,"Dec 10, 1975",2.15,52,3.05,52,1.73,55,43,0.0,2
Christian Morecraft,Record: 8-3-0,198.12,117.93,205.74,Orthodox,"Sep 08, 1986",2.82,34,2.46,46,3.26,66,50,2.2,2
Jorge Rivera,Record: 20-9-0,185.42,83.91,185.42,Orthodox,"Feb 28, 1972",3.16,48,2.64,54,0.84,50,63,0.1,2
Eric Schafer,Record: 14-8-2,190.5,83.91,193.04,Orthodox,"Sep 20, 1977",1.89,34,3.38,56,1.81,36,50,1.8,2
Daniel Roberts,Record: 15-7-0,177.8,77.11,187.96,Unorthodox,"Aug 05, 1980",0.73,20,2.27,46,2.46,44,40,2.5,2
Joseph Sandoval,Record: 7-7-0,170.18,61.23,174.18,Unorthodox,"May 11, 1986",1.82,42,12.12,60,0.0,0,0,0.0,1
Junior Assuncao,Record: 16-6-0,175.26,65.77,182.88,Orthodox,"Jun 24, 1981",3.31,62,2.06,44,2.43,24,66,0.7,2
Claude Patrick,Record: 14-2-0,180.34,77.11,190.5,Orthodox,"Jun 14, 1980",1.8,55,0.89,69,2.32,53,84,1.7,2
Krzysztof Soszynski,Record: 26-12-1,185.42,92.99,195.58,Unorthodox,"Aug 02, 1977",3.37,39,3.13,58,0.52,25,71,1.0,4
Dennis Hallman,Record: 53-20-2 (1 NC),175.26,70.31,182.88,Orthodox,"Dec 02, 1975",1.12,44,1.96,43,1.79,30,25,2.1,1
Rich Attonito,Record: 10-5-0,177.8,77.11,182.88,Orthodox,"Jun 16, 1977",2.28,47,2.13,59,0.74,37,75,0.0,2
Stephen Bass,Record: 11-2-0,175.26,65.77,179.55,Orthodox,"Nov 14, 1982",4.87,52,5.87,55,0.0,0,0,0.0,1
Dustin Neace,Record: 25-21-1 (1 NC),175.26,65.77,175.26,Orthodox,"Sep 12, 1986",2.08,32,2.66,56,0.0,0,0,1.7,1
Jason Brilz,Record: 22-6-1,180.34,92.99,180.34,Orthodox,"Jul 07, 1975",2.66,40,1.78,65,2.37,25,25,1.3,2
Nick Pace,Record: 8-3-0,170.18,61.23,172.72,Orthodox,"Apr 17, 1987",1.48,34,3.14,57,2.52,43,54,0.5,2
Shamar Bailey,Record: 16-11-0,175.26,70.31,190.5,Unorthodox,"Sep 22, 1982",1.56,20,3.91,69,1.5,33,37,0.0,1
Clay Harvison,Record: 13-6-0,185.42,77.11,187.96,Orthodox,"Sep 25, 1980",3.29,48,3.91,58,0.66,100,68,1.3,2
Cole Escovedo,Record: 17-9-0,170.18,61.23,182.88,Orthodox,"Aug 30, 1981",1.77,43,4.32,49,0.43,33,13,0.0,1
Paul Bradley,Record: 23-8-0 (2 NC),175.26,77.11,179.55,Orthodox,"Jun 13, 1983",2.26,32,4.13,56,1.12,16,100,0.0,4
Matt Lucas,Record: 15-3-0,185.42,92.99,190.29,Orthodox,--,1.27,48,3.93,40,1.0,10,0,0.0,1
Rob Broughton,Record: 16-7-1,187.96,120.2,187.96,Orthodox,"Mar 03, 1983",2.83,60,2.54,51,0.0,0,26,3.2,1
Tyson Griffin,Record: 16-8-0,167.64,65.77,172.72,Orthodox,"Apr 20, 1984",3.71,41,2.3,65,1.87,46,59,0.9,2
Eliot Marshall,Record: 10-4-0,187.96,92.99,195.58,Orthodox,"Jul 07, 1980",1.93,27,2.39,67,0.47,33,79,0.9,2
Danny Downes,Record: 8-3-0,182.88,70.31,182.88,Orthodox,"Apr 08, 1986",1.66,34,3.53,37,0.0,0,37,0.5,1
Kenny Florian,Record: 14-6-0,177.8,65.77,187.96,Unorthodox,"May 26, 1976",2.41,40,1.85,63,2.22,33,60,1.3,2
Matt Hughes,Record: 45-9-0,175.26,77.11,185.42,Unorthodox,"Oct 13, 1973",2.14,53,1.36,53,2.95,50,35,1.2,2
Ricardo Romero,Record: 11-3-0,182.88,92.99,193.04,Orthodox,"Apr 15, 1978",2.17,55,4.77,46,1.63,10,100,3.3,4
Donny Walker,Record: 15-10-0,175.26,61.23,179.55,Orthodox,"Jan 04, 1980",1.81,37,3.85,46,0.0,0,57,1.7,1
Mike Lullo,Record: 8-3-0,172.72,65.77,176.87,Orthodox,"Jul 24, 1979",2.48,36,4.84,40,1.18,11,0,0.6,1
Ian Loveland,Record: 18-10-0,172.72,65.77,176.87,Orthodox,"Sep 07, 1983",2.71,40,2.36,64,1.0,37,69,0.3,2
Chris Lytle,Record: 31-18-5,180.34,77.11,172.72,Orthodox,"Aug 18, 1974",3.76,45,3.03,58,0.7,55,55,2.4,2
TJ O'Brien,Record: 20-8-0,187.96,70.31,192.97,Orthodox,"Jan 01, 1987",3.77,46,4.78,57,0.94,100,0,0.0,2
Jason Reinhardt,Record: 20-3-0,167.64,61.23,171.5,Orthodox,"Oct 31, 1969",0.51,40,4.07,43,1.91,12,50,0.0,1
Andre Winner,Record: 21-11-2,180.34,70.31,185.42,Orthodox,"Nov 09, 1981",2.52,33,4.57,51,0.0,0,74,0.0,1
Javier Vazquez,Record: 16-5-0,170.18,65.77,175.26,Unorthodox,"Jul 16, 1977",2.43,36,1.99,72,2.56,52,57,1.5,2
Joe Stevenson,Record: 33-16-0,170.18,65.77,177.8,Orthodox,"Jun 15, 1982",2.05,44,2.44,60,2.75,44,39,2.2,2
Curt Warburton,Record: 13-6-0,182.88,70.31,185.42,Orthodox,--,2.13,42,3.44,43,2.35,50,83,0.9,2
Shane Carwin,Record: 12-2-0,187.96,120.2,203.2,Orthodox,"Jan 04, 1975",4.38,47,3.53,53,1.42,33,42,0.0,4
Jesse Bongfeldt,Record: 16-5-1,182.88,83.91,187.6,Orthodox,"Aug 28, 1980",2.91,62,1.01,50,1.51,33,33,0.0,2
Tim Credeur,Record: 12-4-0,190.5,83.91,190.5,Orthodox,"Jul 09, 1977",3.59,30,3.13,57,0.41,100,50,3.3,2
Chuck O'Neil,Record: 17-9-0,187.96,77.11,192.97,Orthodox,"Sep 22, 1985",3.13,37,4.4,72,0.0,0,0,0.0,1
Ryan McGillivray,Record: 12-0-1,180.34,77.11,184.92,Orthodox,"Sep 27, 1986",1.27,20,2.2,52,0.0,0,44,0.0,1
Kendall Grove,Record: 23-17-0 (1 NC),198.12,83.91,200.66,Orthodox,"Nov 12, 1982",2.31,41,2.4,54,0.49,45,56,1.7,2
Randy Couture,Record: 19-11-0,185.42,92.99,190.5,Orthodox,"Jun 22, 1963",2.85,57,1.53,59,2.78,46,58,0.5,2
Charlie Valencia,Record: 12-7-0,160.02,61.23,162.56,Orthodox,"Oct 31, 1974",2.58,37,2.61,77,1.4,53,75,0.5,2
Ryan Jensen,Record: 21-8-0,185.42,83.91,193.04,Orthodox,"Sep 20, 1977",2.84,39,2.99,59,1.55,50,31,1.9,2
Kyle Watson,Record: 13-8-1,182.88,70.31,187.6,Unorthodox,"Aug 09, 1979",3.67,35,3.25,62,0.0,0,100,0.0,4
Jon Madsen,Record: 8-2-0,182.88,108.86,182.88,Orthodox,"Feb 12, 1980",2.46,41,1.18,81,1.32,71,70,0.0,2
Kris McCray,Record: 8-5-0,182.88,77.11,193.04,Orthodox,"Sep 24, 1981",2.69,45,2.57,54,2.88,55,38,0.0,2
Sean McCorkle,Record: 17-7-0,200.66,120.2,205.74,Orthodox,"Jul 17, 1976",0.85,44,2.48,52,2.12,40,33,4.2,0
Mario Miranda,Record: 14-7-0,190.5,83.91,187.96,Orthodox,"Jul 12, 1979",1.96,54,2.46,36,1.02,60,54,0.0,2
Waylon Lowe,Record: 16-7-0 (2 NC),170.18,65.77,174.18,Unorthodox,"Oct 31, 1980",1.88,55,2.4,53,4.47,55,83,0.3,2
Ricardo Almeida,Record: 13-5-0,182.88,77.11,187.96,Orthodox,"Nov 29, 1976",2.02,49,1.2,61,3.74,38,31,1.2,2
Kurt Pellegrino,Record: 16-7-0,172.72,70.31,177.8,Orthodox,"May 07, 1979",2.45,43,1.94,63,2.9,54,69,0.8,2
Rob Kimmons,Record: 25-9-0,177.8,83.91,185.42,Orthodox,"Jan 30, 1981",1.86,48,4.79,38,2.08,46,25,2.4,2
Todd Brown,Record: 16-4-0 (1 NC),180.34,92.99,184.92,Orthodox,"Dec 13, 1976",2.15,45,3.85,48,0.0,0,50,0.0,1
Chris Tuchscherer,Record: 21-4-0 (1 NC),187.96,117.03,193.04,Orthodox,"Sep 08, 1975",1.35,31,3.17,47,1.19,18,0,0.6,1
Maciej Jewtuszko,Record: 12-3-0,182.88,70.31,187.6,Unorthodox,"Jan 31, 1981",2.29,45,1.39,66,0.0,0,42,0.9,1
Antonio Banuelos,Record: 20-11-1,165.1,61.23,160.02,Orthodox,"Sep 23, 1979",2.69,33,3.15,58,1.62,62,86,0.4,2
Paul Kelly,Record: 14-5-0,175.26,70.31,177.8,Orthodox,"Sep 12, 1984",3.22,37,2.61,59,1.34,60,30,1.5,2
Paul Taylor,Record: 11-6-1 (1 NC),182.88,70.31,182.88,Orthodox,"Dec 15, 1979",4.44,47,4.47,55,0.27,25,56,0.5,4
Gabe Ruediger,Record: 18-8-0,177.8,70.31,182.24,Orthodox,"Aug 29, 1977",1.7,31,5.16,41,2.04,11,28,0.0,1
Tim Hague,Record: 21-13-0,193.04,117.93,193.04,Orthodox,"May 09, 1983",2.79,47,4.14,46,1.72,33,85,0.9,2
Mike Guymon,Record: 15-6-1,182.88,77.11,187.96,Orthodox,"Sep 17, 1974",2.75,65,0.79,66,1.87,37,54,1.2,2
Willamy Freire,Record: 26-6-0,172.72,70.31,176.87,Orthodox,"Jul 28, 1987",1.53,37,0.93,62,0.5,100,73,0.0,2
Amilcar Alves,Record: 15-12-0,182.88,77.11,187.6,Unorthodox,"Aug 08, 1988",0.5,46,2.02,30,0.0,0,53,0.0,1
Marcus Davis,Record: 22-11-0 (1 NC),177.8,77.11,177.8,Unorthodox,"Aug 24, 1973",2.72,39,2.79,65,1.6,48,47,1.4,2
Phil Baroni,Record: 15-18-0,175.26,77.11,182.88,Orthodox,"Apr 16, 1976",2.77,45,3.93,40,1.46,47,60,0.5,2
Greg Soto,Record: 9-4-0,180.34,77.11,185.42,Orthodox,"Jun 03, 1986",3.21,63,2.61,52,1.49,27,44,1.0,2
Antonio McKee,Record: 29-6-2,172.72,70.31,176.87,Unorthodox,"Mar 12, 1970",1.37,45,0.74,74,1.47,33,57,0.0,2
Joe Doerksen,Record: 51-16-0,182.88,83.91,190.5,Orthodox,"Oct 09, 1977",1.43,42,2.79,50,2.02,33,33,2.3,2
Dustin Hazelett,Record: 12-7-0,185.42,77.11,193.04,Orthodox,"Apr 29, 1986",2.24,40,3.51,46,0.55,50,25,4.1,0
Pat Audinwood,Record: 11-2-1,182.88,70.31,187.6,Orthodox,"Apr 16, 1986",1.17,12,4.31,41,0.8,50,0,0.0,1
Aaron Wilkinson,Record: 11-7-0,177.8,70.31,182.24,Orthodox,"Jan 31, 1987",0.0,0,0.0,100,7.32,100,0,0.0,2
Tyler Toner,Record: 15-7-0 (1 NC),172.72,65.77,177.8,Orthodox,"Mar 31, 1983",2.95,52,2.13,62,0.0,0,54,0.4,1
Sako Chivitchian,Record: 8-1-0,180.34,70.31,184.92,Orthodox,"Mar 11, 1984",2.4,27,4.8,46,0.0,0,100,0.0,1
Fredson Paixao,Record: 10-5-0 (1 NC),167.64,65.77,167.64,Orthodox,"May 13, 1979",1.71,54,2.31,62,0.62,11,10,2.2,1
Maiquel Falcao,Record: 37-10-0 (1 NC),180.34,83.91,184.92,Orthodox,"Mar 08, 1981",1.67,55,0.53,86,1.0,100,71,3.0,2
Gerald Harris,Record: 23-5-0,180.34,83.91,195.58,Unorthodox,"Nov 19, 1979",1.41,29,1.58,62,2.96,54,72,0.0,2
Brian Foster,Record: 27-10-0,175.26,77.11,180.34,Orthodox,"Apr 03, 1984",3.3,39,1.63,65,3.67,60,37,1.8,2
Karo Parisyan,Record: 24-11-0 (1 NC),177.8,77.11,182.88,Orthodox,"Aug 28, 1982",2.49,41,2.19,58,5.27,59,59,1.0,2
Goran Reljic,Record: 15-8-0,190.5,92.99,205.74,Unorthodox,"Mar 20, 1984",1.69,37,2.69,59,1.69,50,33,1.1,2
Nick Osipczak,Record: 6-3-0,187.96,77.11,193.04,Orthodox,"Dec 30, 1984",2.83,50,3.77,50,1.2,45,71,1.0,2
Alexandre Ferreira,Record: 18-6-0,170.18,92.99,174.18,Orthodox,"Apr 25, 1979",2.57,60,8.14,42,0.0,0,0,0.0,1
Mark Scanlon,Record: 9-2-0,175.26,77.11,179.55,Orthodox,--,2.2,35,3.33,48,3.0,75,25,2.0,2
Seth Petruzelli,Record: 14-8-0,182.88,92.99,193.04,Orthodox,"Dec 03, 1979",2.17,41,2.08,55,0.46,50,47,2.3,2
Gilbert Yvel,Record: 39-16-1 (1 NC),187.96,102.06,195.58,Orthodox,"Jun 30, 1976",1.05,47,1.78,50,0.0,0,25,1.0,1
James Wilks,Record: 7-4-0,185.42,77.11,190.5,Orthodox,"May 04, 1978",1.82,45,2.03,50,1.27,22,66,3.8,0
Vinicius Queiroz,Record: 8-4-0,200.66,99.79,206.4,Orthodox,"Aug 29, 1983",3.67,51,4.1,41,5.07,70,100,0.7,2
Mark Holst,Record: 12-6-0,182.88,70.31,187.6,Orthodox,"Aug 14, 1985",0.25,19,1.67,47,0.76,100,60,2.3,2
James McSweeney,Record: 15-15-0,193.04,104.33,195.58,Unorthodox,"Oct 24, 1980",3.94,55,4.33,42,0.52,33,100,1.1,4
Matt Serra,Record: 11-7-0,167.64,77.11,172.72,Orthodox,"Jun 02, 1974",1.98,39,2.64,46,2.05,20,38,0.9,1
Sean Sherk,Record: 36-4-1,167.64,70.31,170.18,Orthodox,"Aug 05, 1973",2.17,35,2.71,55,4.09,46,56,0.4,2
Steve Lopez,Record: 13-6-1,180.34,70.31,184.92,Orthodox,"Jul 30, 1984",1.39,24,2.69,62,0.0,0,37,0.0,1
Julio Paulino,Record: 23-5-0,182.88,77.11,187.6,Orthodox,"Dec 04, 1975",0.97,27,1.87,48,0.0,0,37,0.5,1
John Gunderson,Record: 35-16-2,175.26,70.31,175.26,Orthodox,"Jan 05, 1979",1.04,27,1.71,58,1.67,33,11,2.0,1
Tomasz Drwal,Record: 21-5-1,185.42,92.99,193.04,Orthodox,"Jan 22, 1982",3.29,38,2.26,57,3.55,60,82,0.4,2
Forrest Petz,Record: 26-10-0,175.26,77.11,180.34,Orthodox,"Sep 22, 1975",2.27,29,2.2,57,1.3,100,66,0.0,2
James Toney,Record: 0-1-0,175.26,99.79,179.55,Orthodox,"Aug 24, 1968",0.0,0,2.41,27,0.0,0,0,0.0,3
John Salter,Record: 14-3-0,185.42,83.91,187.96,Unorthodox,"Mar 21, 1985",1.68,32,1.68,68,2.85,46,66,0.5,2
Rodney Wallace,Record: 26-15-1,175.26,92.99,182.88,Unorthodox,"Nov 21, 1981",1.13,46,3.44,45,6.0,54,28,1.0,2
James Irvin,Record: 17-10-0 (2 NC),187.96,92.99,190.5,Orthodox,"Sep 12, 1978",2.03,48,3.86,35,0.0,0,36,0.5,1
Steve Steinbeiss,Record: 9-4-0,190.5,83.91,190.5,Orthodox,"May 05, 1981",3.92,55,1.86,49,0.44,50,58,0.0,4
Keith Jardine,Record: 17-11-2,187.96,83.91,193.04,Orthodox,"Oct 31, 1975",3.25,36,2.98,59,1.18,45,62,0.7,2
Jamie Yager,Record: 8-4-0,185.42,83.91,190.29,Orthodox,"Nov 29, 1983",3.08,39,2.55,63,0.0,0,66,0.0,1
Josh Bryant,Record: 15-4-0,177.8,83.91,182.24,Orthodox,"Apr 23, 1980",1.1,20,6.1,43,0.0,0,0,0.0,1
James Hammortree,Record: 6-3-0,190.5,83.91,195.66,Orthodox,"Nov 29, 1983",1.93,30,4.13,44,2.0,50,100,1.0,2
Chuck Liddell,Record: 21-8-0,187.96,92.99,193.04,Orthodox,"Dec 17, 1969",2.97,35,2.71,56,0.44,75,81,0.0,2
David Loiseau,Record: 23-11-0,182.88,83.91,193.04,Orthodox,"Dec 17, 1979",1.59,44,3.64,43,0.43,42,36,0.1,1
Jesse Lennox,Record: 14-4-0,175.26,77.11,182.88,Orthodox,"Mar 10, 1982",2.69,32,3.2,64,1.22,66,63,0.3,2
Dan Lauzon,Record: 17-6-0,177.8,70.31,182.24,Orthodox,"Mar 30, 1988",1.34,25,4.09,61,1.63,33,80,2.7,2
Joe Brammer,Record: 7-3-1,172.72,70.31,176.87,Orthodox,"Aug 23, 1983",2.15,31,2.8,56,0.81,50,50,0.0,2
Jesse Forbes,Record: 15-5-0,187.96,83.91,190.5,Unorthodox,"Oct 24, 1984",2.11,24,4.06,53,1.79,75,66,1.2,2
Paul Daley,Record: 39-15-2,175.26,77.11,193.04,Orthodox,"Feb 21, 1983",3.14,47,2.37,60,0.91,40,64,0.0,2
Kevin Ferguson,Record: 5-2-0 (1 NC),187.96,106.59,195.58,Orthodox,"Feb 08, 1974",2.3,50,3.41,38,3.1,72,36,1.2,2
Jonathan Goulet,Record: 23-12-0 (1 NC),182.88,77.11,185.42,Orthodox,"Jul 13, 1979",1.61,41,2.01,46,4.17,70,45,0.6,2
Yoshiyuki Yoshida,Record: 18-9-0,180.34,77.11,177.8,Unorthodox,"May 10, 1974",0.85,36,3.67,36,1.41,28,25,2.8,1
Renzo Gracie,Record: 13-7-1 (1 NC),177.8,83.91,182.24,Orthodox,"Mar 11, 1967",1.71,41,1.67,55,1.13,20,40,0.8,1
Brad Blackburn,Record: 18-13-1 (1 NC),177.8,77.11,185.42,Orthodox,"May 25, 1977",4.55,35,3.59,65,0.93,50,76,0.7,4
Matt Veach,Record: 17-5-0,180.34,70.31,184.92,Orthodox,"May 31, 1981",1.12,28,4.91,44,3.64,38,100,1.5,2
Mostapha Al-Turk,Record: 6-6-0,187.96,111.13,195.58,Orthodox,"Jul 14, 1973",1.36,19,3.61,53,0.0,0,0,0.0,1
Nate Quarry,Record: 12-4-0,182.88,83.91,182.88,Unorthodox,"Mar 18, 1972",4.96,44,2.8,66,0.25,33,60,0.0,4
Ronys Torres,Record: 35-5-0,170.18,70.31,174.18,Orthodox,"Aug 13, 1975",0.87,26,1.93,57,4.0,47,16,0.5,2
Rob Emerson,Record: 18-12-0 (1 NC),175.26,70.31,177.8,Orthodox,"Jul 30, 1981",2.5,30,2.83,64,2.02,52,65,0.4,2
Caol Uno,Record: 33-19-5,170.18,70.31,177.8,Unorthodox,"May 08, 1975",1.91,49,1.9,50,1.95,31,37,0.5,2
Lucio Linhares,Record: 19-8-0,187.96,83.91,192.97,Orthodox,"Dec 08, 1973",0.99,22,3.47,34,1.86,50,50,1.9,2
Rory Markham,Record: 17-6-0,182.88,77.11,180.34,Orthodox,"Mar 25, 1982",1.98,21,10.27,45,0.0,0,0,0.0,1
Paul Buentello,Record: 35-17-0,187.96,111.13,195.58,Orthodox,"Jan 16, 1974",3.29,45,3.83,52,0.19,33,39,0.4,1
Shannon Gugerty,Record: 15-7-0,177.8,70.31,180.34,Orthodox,"Dec 30, 1981",1.25,39,1.88,58,2.13,27,50,3.4,0
Chase Gormley,Record: 14-6-0 (1 NC),190.5,120.2,195.66,Orthodox,--,3.6,42,6.03,44,3.12,42,0,1.0,1
Mark Coleman,Record: 16-10-0,185.42,92.99,190.5,Orthodox,"Dec 20, 1964",1.88,52,2.62,40,3.89,40,50,0.8,2
Frank Trigg,Record: 21-9-0,175.26,77.11,180.34,Unorthodox,"May 07, 1972",2.79,46,1.9,56,2.35,47,75,0.8,2
Justin Buchholz,Record: 15-10-0,182.88,70.31,185.42,Orthodox,"Aug 22, 1983",2.35,26,4.14,51,0.0,0,33,0.8,1
Rolles Gracie,Record: 8-4-0,193.04,109.77,198.34,Orthodox,"Jul 14, 1978",2.3,32,3.38,55,2.3,10,0,0.0,1
Jay Silva,Record: 10-11-1,187.96,83.91,192.97,Unorthodox,--,1.13,34,3.07,40,0.0,0,38,1.0,1
Kyle Bradley,Record: 19-12-0 (1 NC),175.26,70.31,180.34,Orthodox,"Aug 19, 1982",1.99,40,3.45,58,0.65,50,40,0.0,2
Wilson Gouveia,Record: 14-8-0,185.42,83.91,193.04,Orthodox,"Oct 03, 1978",3.02,39,4.06,56,0.9,66,57,2.2,2
Shane Nelson,Record: 16-7-0,175.26,70.31,177.8,Unorthodox,"Nov 29, 1984",1.38,31,2.84,61,1.31,18,54,1.6,1
Kevin Burns,Record: 12-7-0,177.8,77.11,187.96,Orthodox,"Mar 03, 1980",2.74,38,4.3,52,0.28,50,47,0.8,1
Houston Alexander,Record: 17-15-1 (2 NC),182.88,92.99,182.88,Orthodox,"Mar 22, 1972",3.06,54,3.2,52,1.19,57,33,0.0,2
Marcus Jones,Record: 4-2-0,198.12,120.2,203.71,Orthodox,"Aug 15, 1973",1.94,52,2.71,58,8.71,75,0,2.9,0
Darrill Schoonover,Record: 14-8-0,187.96,99.79,192.97,Orthodox,"Jul 18, 1985",1.2,33,4.35,38,0.0,0,50,1.1,1
Justin Wren,Record: 13-2-0,187.96,120.2,192.97,Orthodox,"Apr 27, 1987",3.43,35,2.07,64,0.0,0,100,0.0,4
Jake Rosholt,Record: 12-5-0 (1 NC),185.42,83.91,190.29,Orthodox,"Feb 09, 1982",2.68,53,2.33,49,6.51,68,0,1.8,2
Brock Larson,Record: 42-10-0,180.34,77.11,180.34,Unorthodox,"Aug 23, 1977",1.39,46,1.5,55,2.67,34,43,2.0,2
Jason Dent,Record: 22-13-0,177.8,70.31,180.34,Orthodox,"Jun 12, 1980",2.01,39,3.7,62,0.0,0,26,1.4,1
Denis Kang,Record: 35-16-2 (2 NC),180.34,83.91,195.58,Orthodox,"Sep 17, 1977",2.27,35,1.65,67,2.51,65,38,1.2,2
Rolando Delgado,Record: 11-6-1,190.5,70.31,195.58,Orthodox,"Nov 22, 1981",1.56,40,1.83,62,1.17,22,0,3.5,0
Antoni Hardonk,Record: 8-6-0,193.04,111.13,198.12,Orthodox,"Feb 05, 1976",3.4,61,3.07,46,0.0,0,40,0.9,1
Razak Al-Hassan,Record: 13-5-0,187.96,92.99,192.97,Orthodox,"May 14, 1982",3.27,39,3.14,60,0.65,14,57,0.0,1
