f1,f2,card_name,fight_date,fights_location,fight_url
Francis Ngannou,Ciryl Gane,UFC 270: Ngannou vs. Gane,"January 22, 2022","Anaheim, California, USA",http://www.ufcstats.com/fight-details/e786542667fdecf0
Deiveson Figueiredo,Brandon Moreno,UFC 270: Ngannou vs. Gane,"January 22, 2022","Anaheim, California, USA",http://www.ufcstats.com/fight-details/cddd3d4febe097f8
Michel Pereira,Andre Fialho,UFC 270: Ngannou vs. Gane,"January 22, 2022","Anaheim, California, USA",http://www.ufcstats.com/fight-details/5ba543efdce072f5
Said Nurmagomedov,Cody Stamann,UFC 270: Ngannou vs. Gane,"January 22, 2022","Anaheim, California, USA",http://www.ufcstats.com/fight-details/80f65ee9b6f8d63b
Michael Morales,Trevin Giles,UFC 270: Ngannou vs. Gane,"January 22, 2022","Anaheim, California, USA",http://www.ufcstats.com/fight-details/453283e947919ff7
Victor Henry,Raoni Barcelos,UFC 270: Ngannou vs. Gane,"January 22, 2022","Anaheim, California, USA",http://www.ufcstats.com/fight-details/44a55ba1de2b30e2
Jack Della Maddalena,Pete Rodriguez,UFC 270: Ngannou vs. Gane,"January 22, 2022","Anaheim, California, USA",http://www.ufcstats.com/fight-details/0669231ebe3dd560
Tony Gravely,Saimon Oliveira,UFC 270: Ngannou vs. Gane,"January 22, 2022","Anaheim, California, USA",http://www.ufcstats.com/fight-details/9687021e5c4d092a
Matt Frevola,Genaro Valdez,UFC 270: Ngannou vs. Gane,"January 22, 2022","Anaheim, California, USA",http://www.ufcstats.com/fight-details/5da7168ac2ff0e1d
Vanessa Demopoulos,Silvana Gomez Juarez,UFC 270: Ngannou vs. Gane,"January 22, 2022","Anaheim, California, USA",http://www.ufcstats.com/fight-details/4047c2e259529179
Jasmine Jasudavicius,Kay Hansen,UFC 270: Ngannou vs. Gane,"January 22, 2022","Anaheim, California, USA",http://www.ufcstats.com/fight-details/0a0beb5aa9810de4
Calvin Kattar,Giga Chikadze,UFC Fight Night: Kattar vs. Chikadze,"January 15, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/9dfcf675cf2c1575
Jake Collier,Chase Sherman,UFC Fight Night: Kattar vs. Chikadze,"January 15, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/3bcbb0e039f4f5d8
Brandon Royval,Rogerio Bontorin,UFC Fight Night: Kattar vs. Chikadze,"January 15, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/8d89f3b8798f444d
Katlyn Cerminara,Jennifer Maia,UFC Fight Night: Kattar vs. Chikadze,"January 15, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/f9a4e625dffc30d4
Viacheslav Borshchev,Dakota Bush,UFC Fight Night: Kattar vs. Chikadze,"January 15, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/b5b5156c713c5d47
Bill Algeo,Joanderson Brito,UFC Fight Night: Kattar vs. Chikadze,"January 15, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/8693027377658e61
Jamie Pickett,Joseph Holmes,UFC Fight Night: Kattar vs. Chikadze,"January 15, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/e8517ed0b49abc37
Court McGee,Ramiz Brahimaj,UFC Fight Night: Kattar vs. Chikadze,"January 15, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/3738135e4c9d8273
Brian Kelleher,Kevin Croom,UFC Fight Night: Kattar vs. Chikadze,"January 15, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/7c2a02b5ea169b54
TJ Brown,Charles Rosa,UFC Fight Night: Kattar vs. Chikadze,"January 15, 2022","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/3a8c0158d910546d
Derrick Lewis,Chris Daukaus,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/4b7ec02b39fc6f70
Belal Muhammad,Stephen Thompson,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/8b3b38167060b1d7
Amanda Lemos,Angela Hill,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/2e200563dd7c4922
Ricky Simon,Raphael Assuncao,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/a43dcd04788d95c7
Mateusz Gamrot,Diego Ferreira,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/730f14ccff80f3b0
Cub Swanson,Darren Elkins,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/2a5484a6d5e7a2da
Gerald Meerschaert,Dustin Stoltzfus,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/bdaca0a96d44438a
Justin Tafa,Harry Hunsucker,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/fc0927c657c51622
Melissa Gatto,Sijara Eubanks,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/dd552b389152636a
Charles Jourdain,Andre Ewell,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/b4f88d65b47c2a39
Raquel Pennington,Macy Chiasson,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/85d9a516c3c6c205
Don'Tale Mayes,Josh Parisian,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/a760d0f5de2e1aaa
Jordan Leavitt,Matt Sayles,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/ea76a3af8c5ecc55
Charles Oliveira,Dustin Poirier,UFC 269: Oliveira vs. Poirier,"December 11, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/b22eab3aa1522f40
Julianna Pena,Amanda Nunes,UFC 269: Oliveira vs. Poirier,"December 11, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/0b633295d9e017a3
Geoff Neal,Santiago Ponzinibbio,UFC 269: Oliveira vs. Poirier,"December 11, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/2d0d13dfc6c37ba8
Kai Kara-France,Cody Garbrandt,UFC 269: Oliveira vs. Poirier,"December 11, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/795aa42785a46643
Sean O'Malley,Raulian Paiva,UFC 269: Oliveira vs. Poirier,"December 11, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/8c01b7dccc4d0926
Josh Emmett,Dan Ige,UFC 269: Oliveira vs. Poirier,"December 11, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/6537a32e7af905b0
Dominick Cruz,Pedro Munhoz,UFC 269: Oliveira vs. Poirier,"December 11, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/abb8c6c0a057184e
Tai Tuivasa,Augusto Sakai,UFC 269: Oliveira vs. Poirier,"December 11, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/50f2539c73b98eec
Bruno Silva,Jordan Wright,UFC 269: Oliveira vs. Poirier,"December 11, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/9039762cb9f4abdb
Andre Muniz,Eryk Anders,UFC 269: Oliveira vs. Poirier,"December 11, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/16243b1470887cb6
Erin Blanchfield,Miranda Maverick,UFC 269: Oliveira vs. Poirier,"December 11, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/fc2a30bfb760bdf8
Ryan Hall,Darrick Minner,UFC 269: Oliveira vs. Poirier,"December 11, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/537a5aa4c248830e
Tony Kelley,Randy Costa,UFC 269: Oliveira vs. Poirier,"December 11, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/8bcdcfb0f93f1409
Gillian Robertson,Priscila Cachoeira,UFC 269: Oliveira vs. Poirier,"December 11, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/505397f405e40206
Jose Aldo,Rob Font,UFC Fight Night: Font vs. Aldo,"December 04, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/3109d1151f149aaf
Rafael Fiziev,Brad Riddell,UFC Fight Night: Font vs. Aldo,"December 04, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/a38648a1c190f9be
Jamahal Hill,Jimmy Crute,UFC Fight Night: Font vs. Aldo,"December 04, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/b3847772199e2639
Clay Guida,Leonardo Santos,UFC Fight Night: Font vs. Aldo,"December 04, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/5d64044b985004e7
Chris Curtis,Brendan Allen,UFC Fight Night: Font vs. Aldo,"December 04, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/9e5bbbacf1d92cb4
Alex Morono,Mickey Gall,UFC Fight Night: Font vs. Aldo,"December 04, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/657b7da9c89352fe
Dusko Todorovic,Maki Pitolo,UFC Fight Night: Font vs. Aldo,"December 04, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/723a8a8c82cab1c8
Manel Kape,Zhalgas Zhumagulov,UFC Fight Night: Font vs. Aldo,"December 04, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/376dddfa82debbf4
Bryan Barberena,Darian Weeks,UFC Fight Night: Font vs. Aldo,"December 04, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/405bded9cc7a7c15
Cheyanne Vlismas,Mallory Martin,UFC Fight Night: Font vs. Aldo,"December 04, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/3fc8afbb23b9ac16
William Knight,Alonzo Menifield,UFC Fight Night: Font vs. Aldo,"December 04, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/42b28adbed6966b7
Claudio Puelles,Chris Gruetzemacher,UFC Fight Night: Font vs. Aldo,"December 04, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/c74b03337a8441ed
Vince Morales,Louis Smolka,UFC Fight Night: Font vs. Aldo,"December 04, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/1ce1a43ef68ffc7d
Ketlen Vieira,Miesha Tate,UFC Fight Night: Vieira vs. Tate,"November 20, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/18f19b1422e8154b
Sean Brady,Michael Chiesa,UFC Fight Night: Vieira vs. Tate,"November 20, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/50bf4bb2f8d9aba4
Taila Santos,Joanne Wood,UFC Fight Night: Vieira vs. Tate,"November 20, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/bb15c0a2911043bd
Rani Yahya,Kyung Ho Kang,UFC Fight Night: Vieira vs. Tate,"November 20, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/1cd8f5a107f64e39
Adrian Yanez,Davey Grant,UFC Fight Night: Vieira vs. Tate,"November 20, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/9b9ef12603e820ec
Pat Sabatini,Tucker Lutz,UFC Fight Night: Vieira vs. Tate,"November 20, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/f592f168f3b8b807
Rafa Garcia,Natan Levy,UFC Fight Night: Vieira vs. Tate,"November 20, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/fd60e75303622e5e
Loopy Godinez,Loma Lookboonmee,UFC Fight Night: Vieira vs. Tate,"November 20, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/450534f9fb9b13cd
Cody Durden,Aoriqileng,UFC Fight Night: Vieira vs. Tate,"November 20, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/84c68c4c387d2e32
Shayilan Nuerdanbieke,Sean Soriano,UFC Fight Night: Vieira vs. Tate,"November 20, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/1ff89e2a9cc2f2d2
Luana Pinheiro,Sam Hughes,UFC Fight Night: Vieira vs. Tate,"November 20, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/8dd086e2e70144fd
Max Holloway,Yair Rodriguez,UFC Fight Night: Holloway vs. Rodriguez,"November 13, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/147e984aa34e3028
Marcos Rogerio de Lima,Ben Rothwell,UFC Fight Night: Holloway vs. Rodriguez,"November 13, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/1013cdbb6c9a4a2e
Felicia Spencer,Leah Letson,UFC Fight Night: Holloway vs. Rodriguez,"November 13, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/e6ce8360ef43891c
Khaos Williams,Miguel Baeza,UFC Fight Night: Holloway vs. Rodriguez,"November 13, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/8636b67096df4b27
Song Yadong,Julio Arce,UFC Fight Night: Holloway vs. Rodriguez,"November 13, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/73c97d5c314f1270
Joel Alvarez,Thiago Moises,UFC Fight Night: Holloway vs. Rodriguez,"November 13, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/0273dbd5dedbdbe0
Andrea Lee,Cynthia Calvillo,UFC Fight Night: Holloway vs. Rodriguez,"November 13, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/c0518d213b67e754
Sean Woodson,Collin Anglin,UFC Fight Night: Holloway vs. Rodriguez,"November 13, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/a27a355f52883f3e
Cortney Casey,Liana Jojua,UFC Fight Night: Holloway vs. Rodriguez,"November 13, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/66eee2320e900a8a
Rafael Alves,Marc Diakiese,UFC Fight Night: Holloway vs. Rodriguez,"November 13, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/2c21abbc28e3876a
Da Woon Jung,Kennedy Nzechukwu,UFC Fight Night: Holloway vs. Rodriguez,"November 13, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/81bb4d9b214adf4b
Kamaru Usman,Colby Covington,UFC 268: Usman vs. Covington 2,"November 06, 2021","New York City, New York, USA",http://www.ufcstats.com/fight-details/31b3ae9352d9389b
Rose Namajunas,Zhang Weili,UFC 268: Usman vs. Covington 2,"November 06, 2021","New York City, New York, USA",http://www.ufcstats.com/fight-details/19722043e7eb4e39
Marlon Vera,Frankie Edgar,UFC 268: Usman vs. Covington 2,"November 06, 2021","New York City, New York, USA",http://www.ufcstats.com/fight-details/c634ed84212723ca
Shane Burgos,Billy Quarantillo,UFC 268: Usman vs. Covington 2,"November 06, 2021","New York City, New York, USA",http://www.ufcstats.com/fight-details/a260238fdb9c47cf
Justin Gaethje,Michael Chandler,UFC 268: Usman vs. Covington 2,"November 06, 2021","New York City, New York, USA",http://www.ufcstats.com/fight-details/999a0fad4c82148d
Alex Pereira,Andreas Michailidis,UFC 268: Usman vs. Covington 2,"November 06, 2021","New York City, New York, USA",http://www.ufcstats.com/fight-details/385101e8ad828c39
Bobby Green,Al Iaquinta,UFC 268: Usman vs. Covington 2,"November 06, 2021","New York City, New York, USA",http://www.ufcstats.com/fight-details/d69e3677060af4c7
Chris Curtis,Phil Hawes,UFC 268: Usman vs. Covington 2,"November 06, 2021","New York City, New York, USA",http://www.ufcstats.com/fight-details/fa3b28ff3585b4a0
Nassourdine Imavov,Edmen Shahbazyan,UFC 268: Usman vs. Covington 2,"November 06, 2021","New York City, New York, USA",http://www.ufcstats.com/fight-details/095a351dd6f09f7e
Ian Machado Garry,Jordan Williams,UFC 268: Usman vs. Covington 2,"November 06, 2021","New York City, New York, USA",http://www.ufcstats.com/fight-details/733dcfec0cc9b439
Chris Barnett,Gian Villante,UFC 268: Usman vs. Covington 2,"November 06, 2021","New York City, New York, USA",http://www.ufcstats.com/fight-details/e25875165648162b
Dustin Jacoby,John Allan,UFC 268: Usman vs. Covington 2,"November 06, 2021","New York City, New York, USA",http://www.ufcstats.com/fight-details/88cc78d2d5d6bcaa
Melsik Baghdasaryan,Bruno Souza,UFC 268: Usman vs. Covington 2,"November 06, 2021","New York City, New York, USA",http://www.ufcstats.com/fight-details/73d541adc2909dc8
Ode Osbourne,CJ Vergara,UFC 268: Usman vs. Covington 2,"November 06, 2021","New York City, New York, USA",http://www.ufcstats.com/fight-details/8081cb92f71401c6
Glover Teixeira,Jan Blachowicz,UFC 267: Blachowicz vs. Teixeira,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/fight-details/919fb76d2f3e5827
Petr Yan,Cory Sandhagen,UFC 267: Blachowicz vs. Teixeira,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/fight-details/18edff5447989b3f
Islam Makhachev,Dan Hooker,UFC 267: Blachowicz vs. Teixeira,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/fight-details/5ad4c0eae7512878
Alexander Volkov,Marcin Tybura,UFC 267: Blachowicz vs. Teixeira,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/fight-details/13e3e41e0c6f4e04
Khamzat Chimaev,Li Jingliang,UFC 267: Blachowicz vs. Teixeira,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/fight-details/987cdcbc809e210d
Magomed Ankalaev,Volkan Oezdemir,UFC 267: Blachowicz vs. Teixeira,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/fight-details/58b19ba734fe93a3
Amanda Ribas,Virna Jandiroba,UFC 267: Blachowicz vs. Teixeira,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/fight-details/d84968d7e9fcb4f3
Zubaira Tukhugov,Ricardo Ramos,UFC 267: Blachowicz vs. Teixeira,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/fight-details/41cdfea7df63003f
Albert Duraev,Roman Kopylov,UFC 267: Blachowicz vs. Teixeira,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/fight-details/768c86e307295944
Elizeu Zaleski dos Santos,Benoit Saint Denis,UFC 267: Blachowicz vs. Teixeira,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/fight-details/efc6af0151f72b87
Michal Oleksiejczuk,Shamil Gamzatov,UFC 267: Blachowicz vs. Teixeira,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/fight-details/92c49cb075f612d7
Lerone Murphy,Makwan Amirkhani,UFC 267: Blachowicz vs. Teixeira,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/fight-details/156f2425a937b22f
Andre Petroski,Hu Yaozong,UFC 267: Blachowicz vs. Teixeira,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/fight-details/4a5e5232346993c7
Tagir Ulanbekov,Allan Nascimento,UFC 267: Blachowicz vs. Teixeira,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/fight-details/6163c18411aca830
Marvin Vettori,Paulo Costa,UFC Fight Night: Costa vs. Vettori,"October 23, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/860be3cc82895177
Grant Dawson,Ricky Glenn,UFC Fight Night: Costa vs. Vettori,"October 23, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/9fe62ea683decc55
Jessica-Rose Clark,Joselyne Edwards,UFC Fight Night: Costa vs. Vettori,"October 23, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/69167b996ce7a7e4
Alex Caceres,SeungWoo Choi,UFC Fight Night: Costa vs. Vettori,"October 23, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/98842f17dfe4b4ef
Francisco Trinaldo,Dwight Grant,UFC Fight Night: Costa vs. Vettori,"October 23, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/587d373f18f6c8c0
Nicolae Negumereanu,Ike Villanueva,UFC Fight Night: Costa vs. Vettori,"October 23, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/e078d18fa9ed100d
Gregory Rodrigues,JunYong Park,UFC Fight Night: Costa vs. Vettori,"October 23, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/88256dd5a9aef1cc
Mason Jones,David Onama,UFC Fight Night: Costa vs. Vettori,"October 23, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/d44d735e5079bfb8
Tabatha Ricci,Maria Oliveira,UFC Fight Night: Costa vs. Vettori,"October 23, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/1fe58cdab57d233b
Jamie Pickett,Laureano Staropoli,UFC Fight Night: Costa vs. Vettori,"October 23, 2021","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/85f920746c58d0a6
